id,map_id,address,description,pic,link,icon,lat,lng,anim,title,infoopen,category,approved,retina,Custom Field:Education Sector,Custom Field:School Type,Custom Field:Area,Custom Field:Suburb,Custom Field:Nearest Six Secondary,Custom Field:Distance from Melbourne Connect
905105,2,"11-27 Columbia Drive, Wheelers Hill, 3150",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Wheelers Hill</div><div><strong>Distance from Melbourne Connect:</strong> 23.14 km</div>,,,,-37.914752,145.184278,0,Waverley Meadows Primary School,0,,1,0,Government,Primary,Inner Eastern Melbourne,Wheelers Hill,No,23.14
905157,2,"41-51 Weeden Drive, Vermont South, 3133",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Vermont South</div><div><strong>Distance from Melbourne Connect:</strong> 19.85 km</div>,,,,-37.85916,145.177637,0,Weeden Heights Primary School,0,,1,0,Government,Primary,Inner Eastern Melbourne,Vermont South,No,19.85
908462,2,"91 Police Road, Mulgrave, 3170",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Secondary</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Mulgrave</div><div><strong>Distance from Melbourne Connect:</strong> 23.39 km</div>,,,,-37.934467,145.169378,0,Wellington Secondary College,0,,1,0,Government,Secondary,Inner Eastern Melbourne,Mulgrave,No,23.39
905094,2,"134-148 Whites Lane, Wheelers Hill, 3150",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Wheelers Hill</div><div><strong>Distance from Melbourne Connect:</strong> 21.78 km</div>,,,,-37.90017,145.177594,0,Wheelers Hill Primary School,0,,1,0,Government,Primary,Inner Eastern Melbourne,Wheelers Hill,No,21.78
908474,2,"2-28 Raphael Drive, Wheelers Hill, 3150",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Secondary</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Wheelers Hill</div><div><strong>Distance from Melbourne Connect:</strong> 22.67 km</div>,,,,-37.910126,145.181743,0,Wheelers Hill Secondary College,0,,1,0,Government,Secondary,Inner Eastern Melbourne,Wheelers Hill,No,22.67
901473,2,"156 Park Road, Donvale, 3111",<div><strong>Education sector:</strong> Catholic</div><div><strong>School type:</strong> Secondary</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Donvale</div><div><strong>Distance from Melbourne Connect:</strong> 20.69 km</div>,,,,-37.7918,145.199541,0,Whitefriars College,0,,1,0,Catholic,Secondary,Inner Eastern Melbourne,Donvale,No,20.69
905530,2,"70-86 Junction Road, Blackburn North, 3130",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Blackburn North</div><div><strong>Distance from Melbourne Connect:</strong> 17.83 km</div>,,,,-37.80746673,145.1669863,0,Whitehorse Primary School,0,,1,0,Government,Primary,Inner Eastern Melbourne,Blackburn North,No,17.83
903241,2,"Dudley Road, Wonga Park, 3115",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Wonga Park</div><div><strong>Distance from Melbourne Connect:</strong> 28.30 km</div>,,,,-37.730641,145.273999,0,Wonga Park Primary School,0,,1,0,Government,Primary,Inner Eastern Melbourne,Wonga Park,No,28.30
900404,2,"135 Barkers Road, Kew, 3101",<div><strong>Education sector:</strong> Catholic</div><div><strong>School type:</strong> Pri/Sec</div><div><strong>Area:</strong> Inner Eastern Melbourne</div><div><strong>Suburb:</strong> Kew</div><div><strong>Distance from Melbourne Connect:</strong> 6.07 km</div>,,,,-37.813858,145.031105,0,Xavier College,0,,1,0,Catholic,Pri/Sec,Inner Eastern Melbourne,Kew,No,6.07
901886,2,"Lithgow Street, Abbotsford, 3067",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Abbotsford</div><div><strong>Distance from Melbourne Connect:</strong> 3.19 km</div>,,,,-37.808979,144.998814,0,Abbotsford Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Abbotsford,No,3.19
900467,2,"88 Nicholson Street, Fitzroy, 3065",<div><strong>Education sector:</strong> Catholic</div><div><strong>School type:</strong> Secondary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Fitzroy</div><div><strong>Distance from Melbourne Connect:</strong> 0.97 km</div><div><strong>Website:</strong> https://www.academy.vic.edu.au/</div>,https://www.academy.vic.edu.au/wp-content/uploads/2024/08/Layer_1.png,https://www.academy.vic.edu.au/,,-37.803711,144.974409,0,Academy of Mary Immaculate,0,,1,0,Catholic,Secondary,North Eastern Melbourne,Fitzroy,Yes,0.97
902061,2,"45 Harvest Home Road, Epping, 3076",<div><strong>Education sector:</strong> Independent</div><div><strong>School type:</strong> Pri/Sec</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Epping</div><div><strong>Distance from Melbourne Connect:</strong> 20.59 km</div>,,,,-37.62426056,145.0375337,0,Al Siraat College,0,,1,0,Independent,Pri/Sec,North Eastern Melbourne,Epping,No,20.59
901924,2,"12 - 18 Old Heidelberg Road, Alphington, 3078",<div><strong>Education sector:</strong> Independent</div><div><strong>School type:</strong> Pri/Sec</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Alphington</div><div><strong>Distance from Melbourne Connect:</strong> 6.68 km</div>,,,,-37.780429,145.036174,0,Alphington Grammar School,0,,1,0,Independent,Pri/Sec,North Eastern Melbourne,Alphington,No,6.68
903599,2,"Yarralea Street, Alphington, 3078",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Alphington</div><div><strong>Distance from Melbourne Connect:</strong> 6.23 km</div>,,,,-37.783523,145.032006,0,Alphington Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Alphington,No,6.23
905184,2,"31-43 Civic Drive, Greensborough, 3088",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Greensborough</div><div><strong>Distance from Melbourne Connect:</strong> 17.91 km</div>,,,,-37.68739459,145.1098731,0,Apollo Parkways Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Greensborough,No,17.91
901666,2,"900 Arthurs Creek Road, Arthurs Creek, 3099",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Arthurs Creek</div><div><strong>Distance from Melbourne Connect:</strong> 32.31 km</div>,,,,-37.57900478,145.2025016,0,Arthurs Creek Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Arthurs Creek,No,32.31
905569,2,"105 Orchard Road, Doreen, 3754",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Doreen</div><div><strong>Distance from Melbourne Connect:</strong> 25.03 km</div>,,,,-37.615639,145.127284,0,Ashley Park Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Doreen,No,25.03
904746,2,"50 Banyule Road, Rosanna, 3084",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Rosanna</div><div><strong>Distance from Melbourne Connect:</strong> 11.80 km</div>,,,,-37.743611,145.077938,0,Banyule Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Rosanna,No,11.80
905585,2,"7 Islington Street, Wollert, 3750",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Wollert</div><div><strong>Distance from Melbourne Connect:</strong> 22.63 km</div>,,,,-37.597948,144.993537,0,Barrawang Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Wollert,No,22.63
904309,2,"78A Oakover Road, Preston, 3072",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Preston</div><div><strong>Distance from Melbourne Connect:</strong> 6.27 km</div>,,,,-37.747698,144.990613,0,Bell Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Preston,No,6.27
908003,2,"7 Gleadell Street, Richmond, 3121",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Secondary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Richmond</div><div><strong>Distance from Melbourne Connect:</strong> 3.80 km</div>,,,,-37.816477,145.002257,0,Bindjiroo Yaluk Community School,0,,1,0,Government,Secondary,North Eastern Melbourne,Richmond,No,3.80
904341,2,"25 Gladstone Road, Briar Hill, 3088",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Briar Hill</div><div><strong>Distance from Melbourne Connect:</strong> 16.81 km</div>,,,,-37.708307,145.116219,0,Briar Hill Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Briar Hill,No,16.81
904944,2,"6 Bendoran Crescent, Bundoora, 3083",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Bundoora</div><div><strong>Distance from Melbourne Connect:</strong> 13.48 km</div>,,,,-37.707339,145.062989,0,Bundoora Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Bundoora,No,13.48
907874,2,"53 Balmoral Avenue, Bundoora, 3083",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Secondary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Bundoora</div><div><strong>Distance from Melbourne Connect:</strong> 13.41 km</div>,,,,-37.707501,145.061977,0,Bundoora Secondary College,0,,1,0,Government,Secondary,North Eastern Melbourne,Bundoora,No,13.41
902261,2,"58 Jardin Road, Wollert West, 3750",<div><strong>Education sector:</strong> Catholic</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Wollert West</div><div><strong>Distance from Melbourne Connect:</strong> 22.34 km</div>,,,,-37.600149,144.989507,0,Carlo Acutis Catholic Primary School,0,,1,0,Catholic,Primary,North Eastern Melbourne,Wollert West,No,22.34
901252,2,"60 Lee Street, Carlton North, 3054",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Carlton North</div><div><strong>Distance from Melbourne Connect:</strong> 1.26 km</div>,,,,-37.791064,144.973028,0,Carlton North Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Carlton North,No,1.26
900576,2,"19 Diamond Street, Eltham, 3095",<div><strong>Education sector:</strong> Catholic</div><div><strong>School type:</strong> Secondary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Eltham</div><div><strong>Distance from Melbourne Connect:</strong> 18.58 km</div>,,,,-37.711525,145.143563,0,Catholic Ladies' College Ltd,0,,1,0,Catholic,Secondary,North Eastern Melbourne,Eltham,No,18.58
908890,2,"235 Kingsbury Drive, Macleod West, 3085",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Pri/Sec</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Macleod West</div><div><strong>Distance from Melbourne Connect:</strong> 11.46 km</div>,,,,-37.728966,145.05865,0,Charles La Trobe P-12 College,0,,1,0,Government,Pri/Sec,North Eastern Melbourne,Macleod West,No,11.46
901362,2,"1409 Eltham-yarra Glen Road, Christmas Hills, 3775",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Christmas Hills</div><div><strong>Distance from Melbourne Connect:</strong> 34.05 km</div>,,,,-37.653515,145.304199,0,Christmas Hills Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Christmas Hills,No,34.05
901360,2,"185 Gold St, Clifton Hill, 3068",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Primary</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Clifton Hill</div><div><strong>Distance from Melbourne Connect:</strong> 2.36 km</div>,,,,-37.792308,144.989245,0,Clifton Hill Primary School,0,,1,0,Government,Primary,North Eastern Melbourne,Clifton Hill,No,2.36
906212,2,"Cnr Cromwell St/McCutcheon Way, Collingwood, 3066",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Pri/Sec</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Collingwood</div><div><strong>Distance from Melbourne Connect:</strong> 2.32 km</div>,,,,-37.802985,144.990497,0,Collingwood College,0,,1,0,Government,Pri/Sec,North Eastern Melbourne,Collingwood,No,2.32
908748,2,"19 Cambridge Street, Collingwood, 3066",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Language</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Collingwood</div><div><strong>Distance from Melbourne Connect:</strong> 2.00 km</div>,,,,-37.80784119,144.9847995,0,Collingwood English Language School,0,,1,0,Government,Language,North Eastern Melbourne,Collingwood,No,2.00
905027,2,"411 Grimshaw Street, Bundoora, 3083",<div><strong>Education sector:</strong> Government</div><div><strong>School type:</strong> Special</div><div><strong>Area:</strong> North Eastern Melbourne</div><div><strong>Suburb:</strong> Bundoora</div><div><strong>Distance from Melbourne Connect:</strong> 14.62 km</div>,,,,-37.701999,145.075008,0,Concord School,0,,1,0,Government,Special,North Eastern Melbourne,Bundoora,No,14.62
